Student_ID,Age,Gender,Parental_Education,Family_Income_Level,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Internet_Usage_Hours,Assignments_Completed,Previous_Grades,Class_Participation,Extracurricular_Activities,Stress_Level,Teacher_Feedback_Score,Absence_Days,Performance_Level,Dropout_Risk
238,21,Female,Diploma,High,69.2,2.6,8.0,3.8,77.0,72,5,Yes,5,8.0,4,Medium,No Risk
239,20,Female,High School,Medium,78.3,4.3,7.1,2.4,66.0,69,2,Yes,9,2.0,9,Medium,No Risk
240,23,Female,,Medium,70.0,3.8,7.4,2.3,96.0,40,3,No,2,9.0,7,Medium,Medium Risk
241,19,Male,Diploma,High,73.6,6.1,6.3,4.1,74.0,75,9,No,7,3.0,8,High,No Risk
242,22,Female,Diploma,Low,92.2,4.6,6.1,1.5,92.0,46,1,Yes,9,7.0,9,Medium,High Risk
243,18,Male,Graduate,Low,76.4,3.1,4.6,2.2,51.0,79,4,No,5,2.0,4,Medium,No Risk
244,23,Female,Postgraduate,Medium,57.9,6.2,8.8,3.2,81.0,74,1,No,6,1.0,13,High,Medium Risk
245,23,Male,Graduate,High,73.3,5.8,8.1,4.0,85.0,82,2,Yes,7,1.0,6,High,No Risk
246,18,Female,Graduate,Low,78.6,2.0,7.8,0.9,74.0,64,8,Yes,5,5.0,8,Medium,No Risk
247,24,Male,Diploma,High,78.4,5.0,7.4,3.3,68.0,72,6,Yes,5,9.0,6,High,No Risk
248,21,Male,Graduate,Medium,84.1,3.2,4.2,1.3,74.0,81,4,No,7,3.0,9,Medium,No Risk
249,24,Male,High School,Medium,83.2,3.2,6.1,2.3,87.0,60,1,No,8,3.0,9,Medium,No Risk
250,18,Male,Graduate,Medium,76.5,7.9,6.7,4.8,58.0,80,8,No,5,,11,High,No Risk
251,19,Male,Postgraduate,High,64.9,4.7,5.7,3.4,87.0,79,3,No,9,2.0,14,Medium,No Risk
252,21,Female,High School,Low,73.1,4.1,5.0,6.3,81.0,70,6,Yes,9,3.0,10,Medium,No Risk
253,19,Female,Postgraduate,Medium,71.1,4.7,5.8,3.4,,93,2,Yes,8,4.0,10,High,No Risk
254,20,Male,Graduate,Low,74.9,6.1,7.1,5.1,73.0,79,5,No,2,7.0,7,High,No Risk
255,23,Female,Diploma,High,85.6,3.2,7.1,4.9,77.0,50,9,No,4,7.0,8,Medium,No Risk
256,19,Female,Postgraduate,Medium,82.4,3.5,8.1,3.5,100.0,85,7,No,1,8.0,5,High,No Risk
257,23,Female,High School,Low,87.1,5.7,9.5,1.3,81.0,63,5,No,10,4.0,5,Medium,No Risk
258,18,Female,High School,Medium,73.8,1.8,7.8,3.3,62.0,82,2,Yes,6,9.0,9,Medium,No Risk
259,19,Female,Diploma,Medium,94.6,6.3,6.8,2.6,69.0,76,3,Yes,4,8.0,8,High,No Risk
260,22,Female,Graduate,Medium,85.4,1.6,9.2,2.5,59.0,38,10,No,3,,10,Low,Medium Risk
261,24,Female,Diploma,High,79.2,4.1,5.1,3.8,48.0,80,10,Yes,7,8.0,7,Medium,No Risk
262,19,Female,Postgraduate,Medium,84.6,1.6,4.5,1.0,59.0,69,4,Yes,2,1.0,9,Medium,No Risk
263,20,Male,High School,Medium,70.6,2.6,5.9,2.0,78.0,66,7,No,4,3.0,7,Medium,No Risk
264,25,Male,High School,Medium,54.8,6.8,8.0,1.8,95.0,67,8,Yes,1,8.0,4,High,Medium Risk
265,25,Male,Graduate,Medium,71.3,6.4,7.2,3.1,91.0,82,5,Yes,8,2.0,6,High,No Risk
266,22,Female,High School,Low,86.2,6.6,5.6,2.2,59.0,60,3,No,8,10.0,11,Medium,No Risk
267,21,Male,Graduate,Low,78.9,1.9,6.1,2.3,64.0,86,4,No,8,3.0,8,Medium,No Risk
268,20,Female,Diploma,Medium,76.5,2.6,5.5,3.7,62.0,52,5,Yes,10,8.0,9,Low,No Risk
269,22,Female,Postgraduate,Medium,68.7,5.1,5.5,2.7,37.0,76,4,No,5,3.0,7,Medium,No Risk
270,22,Female,Graduate,Low,56.5,5.8,8.9,3.5,,82,5,Yes,7,2.0,9,Medium,Medium Risk
271,20,Male,High School,Medium,93.7,3.1,6.8,1.6,88.0,82,2,Yes,9,3.0,7,High,No Risk
272,18,Female,High School,Medium,75.7,3.5,9.1,2.1,72.0,74,4,No,8,10.0,8,Medium,No Risk
273,19,Female,High School,Medium,73.3,2.5,5.9,7.0,57.0,69,2,No,5,6.0,9,Medium,No Risk
274,25,Male,Postgraduate,Low,70.6,7.5,7.6,2.3,63.0,65,4,Yes,9,6.0,10,Medium,No Risk
275,21,Female,Graduate,Medium,,3.6,7.3,0.0,71.0,56,3,No,8,6.0,10,Medium,No Risk
276,21,Male,Diploma,Low,87.7,4.6,8.1,4.1,88.0,63,5,No,9,6.0,3,Medium,No Risk
277,21,Female,High School,Medium,67.4,4.7,7.3,2.3,73.0,60,10,No,5,8.0,8,Medium,No Risk
278,24,Male,Postgraduate,Low,90.8,6.5,8.2,3.9,86.0,57,9,No,4,3.0,13,High,No Risk
279,18,Male,High School,Medium,76.4,2.8,7.7,3.3,75.0,95,7,No,8,1.0,7,Medium,No Risk
280,18,Male,Graduate,Medium,71.3,6.6,5.7,4.4,80.0,50,6,Yes,1,9.0,8,High,No Risk
281,20,Male,Graduate,Low,74.8,2.2,7.9,3.3,62.0,87,4,Yes,9,4.0,12,Medium,No Risk
282,21,Male,High School,Medium,69.4,6.6,6.9,3.1,,56,1,Yes,7,9.0,6,Medium,No Risk
283,23,Female,Diploma,Medium,63.5,1.4,6.1,5.5,57.0,59,7,No,9,7.0,4,Low,No Risk
284,21,Male,High School,Medium,86.5,4.3,7.8,0.0,85.0,58,3,No,10,9.0,8,Medium,No Risk
285,21,Male,Diploma,Medium,75.6,7.4,8.1,1.2,72.0,58,1,Yes,8,8.0,7,Medium,No Risk
286,25,Female,Postgraduate,Medium,84.8,5.8,6.4,2.1,22.0,84,10,Yes,9,3.0,8,Medium,No Risk
287,19,Female,Graduate,Medium,81.2,5.3,6.6,0.6,83.0,80,3,No,7,2.0,12,High,No Risk
288,22,Female,Graduate,Medium,84.0,2.6,5.3,2.7,91.0,69,1,Yes,1,2.0,9,High,No Risk
289,22,Female,Diploma,Medium,55.5,3.2,4.8,2.5,64.0,100,6,No,4,3.0,6,Medium,High Risk
290,21,Male,High School,Medium,68.5,6.9,6.7,5.2,83.0,72,7,No,10,10.0,4,High,No Risk
291,24,Female,Graduate,Medium,84.3,5.4,8.0,3.3,73.0,73,3,No,3,,8,High,No Risk
292,20,Male,Diploma,Low,64.0,6.1,6.3,3.1,44.0,63,3,No,1,9.0,9,Medium,No Risk
293,25,Female,High School,Medium,82.1,4.6,8.7,2.9,100.0,62,2,No,5,5.0,10,High,No Risk
294,20,Female,Diploma,Low,62.7,4.0,6.8,1.7,73.0,65,5,No,6,9.0,13,Medium,No Risk
295,22,Female,Graduate,Low,78.2,5.9,6.8,5.0,79.0,83,5,No,5,9.0,9,High,No Risk
296,22,Female,Graduate,Medium,95.7,5.0,6.7,5.6,67.0,79,4,Yes,9,8.0,8,High,No Risk
297,24,Female,High School,High,86.5,4.2,8.2,1.4,72.0,89,10,Yes,2,4.0,9,High,No Risk
298,21,Male,Postgraduate,Low,57.6,2.0,5.8,6.3,78.0,63,10,No,5,2.0,4,Low,Medium Risk
299,20,Female,Diploma,Medium,87.3,6.2,6.8,2.4,60.0,80,9,Yes,6,6.0,9,High,No Risk
300,18,Female,High School,Medium,98.0,5.3,6.3,2.2,,76,6,No,7,6.0,3,High,No Risk
301,20,Female,High School,High,100.0,3.4,6.3,4.3,89.0,78,10,Yes,9,3.0,10,High,No Risk
302,24,Male,Graduate,Medium,83.2,6.6,7.0,4.5,84.0,61,3,Yes,3,2.0,5,High,No Risk
303,18,Male,Diploma,Low,63.0,4.9,6.9,3.4,74.0,58,8,No,9,5.0,6,Medium,No Risk
304,25,Female,Diploma,Low,82.8,5.0,8.3,2.9,,79,7,Yes,10,5.0,7,Medium,No Risk
305,22,Male,High School,Medium,95.6,6.1,7.0,5.5,91.0,83,7,Yes,10,2.0,8,High,No Risk
306,19,Male,Graduate,Low,75.9,5.7,7.7,2.4,85.0,64,1,No,1,2.0,5,High,No Risk
307,20,Male,Graduate,High,89.5,5.0,7.2,3.4,70.0,80,2,Yes,4,5.0,9,High,No Risk
308,22,Female,Diploma,High,68.8,4.2,8.7,6.4,60.0,88,10,Yes,7,5.0,8,Medium,No Risk
309,20,Male,Postgraduate,High,82.1,8.1,6.6,1.2,52.0,67,3,Yes,3,6.0,6,High,No Risk
310,18,Male,High School,Medium,50.6,3.2,6.6,2.7,76.0,53,4,No,1,7.0,15,Medium,Medium Risk
311,23,Male,High School,Medium,67.5,5.8,7.9,5.2,72.0,55,7,No,3,7.0,4,Medium,No Risk
312,23,Female,Graduate,Medium,77.9,4.3,6.6,4.4,94.0,63,9,No,1,9.0,14,High,No Risk
313,18,Female,Graduate,Low,74.0,5.3,7.6,5.0,91.0,66,4,Yes,8,10.0,8,Medium,No Risk
314,20,Male,High School,Medium,63.7,6.7,9.8,1.3,77.0,72,9,No,3,1.0,5,High,No Risk
315,19,Male,Graduate,Low,72.5,3.9,5.8,4.0,75.0,72,7,No,7,,8,Medium,No Risk
316,23,Female,Diploma,Medium,81.6,5.6,8.8,3.0,59.0,68,2,Yes,1,9.0,11,High,No Risk
317,23,Male,Graduate,High,77.1,5.0,6.4,7.4,92.0,81,6,No,8,10.0,14,High,No Risk
318,23,Female,Graduate,High,78.7,3.3,8.6,4.9,75.0,62,10,No,3,2.0,16,Medium,Medium Risk
319,25,Male,Postgraduate,Medium,86.1,6.8,7.8,3.5,85.0,88,10,Yes,3,3.0,6,High,No Risk
320,24,Female,Diploma,Medium,74.2,5.8,7.7,4.0,94.0,84,10,Yes,2,10.0,10,High,No Risk
321,20,Male,Graduate,Low,,3.7,6.8,3.6,68.0,83,1,No,1,2.0,4,High,No Risk
322,18,Female,Graduate,Medium,67.1,6.5,6.7,4.7,64.0,63,9,Yes,10,5.0,5,Medium,No Risk
323,22,Male,Diploma,Low,99.2,3.0,6.1,2.0,100.0,70,5,Yes,10,9.0,8,Medium,No Risk
324,25,Female,High School,Medium,90.2,4.4,,5.8,85.0,81,5,Yes,1,1.0,6,High,No Risk
325,25,Female,Postgraduate,Medium,74.1,3.7,6.8,1.2,72.0,69,5,Yes,3,9.0,10,Medium,No Risk
326,19,Female,High School,High,74.8,5.9,7.2,3.8,95.0,63,7,Yes,7,8.0,6,High,No Risk
327,19,Male,Graduate,High,80.3,3.6,5.3,2.1,71.0,62,6,Yes,6,9.0,8,Medium,No Risk
328,18,Male,High School,Low,84.6,5.9,7.0,3.6,81.0,63,1,No,7,1.0,4,High,No Risk
329,19,Female,Graduate,Medium,90.0,5.6,8.5,5.2,67.0,57,4,Yes,10,2.0,5,Medium,No Risk
330,22,Female,High School,Low,63.3,3.8,8.1,0.6,76.0,100,10,No,9,7.0,2,Medium,No Risk
331,22,Male,Postgraduate,Medium,82.8,7.8,7.0,3.2,72.0,47,2,No,4,4.0,9,High,Medium Risk
332,20,Male,Graduate,Medium,54.7,3.2,10.0,1.1,65.0,59,3,No,4,8.0,6,Medium,High Risk
333,20,Male,High School,Low,76.0,2.0,6.3,3.0,80.0,80,2,No,4,1.0,6,Medium,No Risk
334,24,Female,Graduate,Low,,6.0,6.9,1.0,66.0,63,8,No,2,5.0,11,High,No Risk
335,21,Female,Graduate,Medium,62.4,0.6,5.3,3.8,85.0,67,9,Yes,6,2.0,5,Low,No Risk
336,24,Female,Diploma,Low,60.4,7.2,6.5,2.8,71.0,77,9,Yes,2,7.0,7,High,No Risk
337,25,Female,High School,High,80.4,4.7,9.1,4.8,50.0,85,1,No,2,7.0,14,High,No Risk
338,20,Male,Graduate,Medium,93.3,1.9,6.6,5.6,85.0,68,10,No,2,6.0,7,Medium,No Risk
339,19,Male,Graduate,Medium,81.6,2.8,5.2,3.5,86.0,84,9,Yes,8,6.0,9,Medium,No Risk
340,25,Male,Diploma,High,57.0,1.6,8.0,5.0,100.0,50,9,No,6,1.0,5,Low,Medium Risk
341,23,Female,Postgraduate,Medium,59.5,5.2,7.5,5.9,76.0,64,9,No,4,3.0,9,Medium,Medium Risk
342,20,Male,High School,Medium,79.1,2.1,8.0,1.9,79.0,78,9,No,6,7.0,8,Medium,No Risk
343,22,Male,,High,65.0,5.4,6.6,5.9,83.0,98,1,No,8,3.0,7,High,No Risk
344,22,Male,Graduate,Low,79.5,4.0,5.8,3.4,91.0,59,8,Yes,8,10.0,6,Medium,No Risk
345,25,Male,High School,Low,80.2,3.6,6.8,1.8,90.0,57,10,Yes,5,1.0,3,Medium,No Risk
346,20,Female,High School,Medium,72.6,5.4,7.7,4.0,81.0,76,6,Yes,9,4.0,7,Medium,No Risk
347,25,Male,Diploma,Medium,98.0,5.6,6.9,3.4,76.0,73,10,Yes,4,4.0,9,High,No Risk
348,25,Male,,Medium,84.5,6.6,7.5,1.1,89.0,63,1,No,9,2.0,8,High,No Risk
349,19,Female,High School,Low,91.3,3.4,6.4,1.6,75.0,56,6,No,2,10.0,3,Medium,No Risk
350,19,Male,Graduate,Medium,88.1,4.4,7.5,6.3,57.0,65,10,No,2,,8,High,No Risk
351,22,Male,Diploma,Medium,76.3,3.4,7.0,4.0,,79,6,Yes,8,10.0,7,Medium,No Risk
352,18,Male,Graduate,High,75.9,4.8,6.2,6.0,72.0,68,5,Yes,8,7.0,8,Medium,No Risk
353,20,Female,Graduate,Low,74.7,3.1,7.2,2.8,78.0,87,3,Yes,9,6.0,7,Medium,No Risk
354,21,Male,Diploma,Low,85.5,3.7,6.5,2.1,100.0,70,8,Yes,1,10.0,11,High,No Risk
355,25,Female,High School,High,70.8,3.7,7.7,0.6,74.0,80,10,No,10,1.0,12,Medium,No Risk
356,25,Female,Graduate,Medium,97.0,5.0,,5.1,77.0,76,4,No,9,9.0,11,High,No Risk
357,19,Female,High School,Low,69.8,4.5,7.6,4.2,70.0,67,5,No,6,9.0,8,Medium,No Risk
358,25,Male,High School,Low,80.4,5.4,5.0,2.8,85.0,83,5,No,6,8.0,11,High,No Risk
359,18,Female,Graduate,Medium,75.5,4.3,5.8,2.2,80.0,56,7,Yes,2,6.0,6,Medium,No Risk
360,23,Male,Graduate,Medium,73.0,,6.2,5.4,66.0,65,5,Yes,7,4.0,10,Medium,No Risk
361,24,Male,Graduate,Medium,100.0,4.8,6.0,3.2,61.0,67,8,No,8,2.0,13,Medium,No Risk
362,25,Female,High School,High,73.2,,6.3,3.2,70.0,77,10,Yes,7,7.0,8,Medium,No Risk
363,19,Male,High School,Low,74.6,5.5,8.1,2.5,63.0,80,4,Yes,3,5.0,4,High,No Risk
364,25,Male,Diploma,Low,70.7,4.0,7.8,2.8,73.0,61,3,Yes,6,5.0,7,Medium,No Risk
365,18,Male,Graduate,Medium,78.5,4.9,6.5,4.4,78.0,60,6,No,2,10.0,8,High,No Risk
366,22,Male,Diploma,High,76.9,4.9,7.7,1.1,68.0,73,6,No,6,1.0,8,Medium,No Risk
367,21,Male,High School,Medium,65.7,,7.4,3.6,98.0,52,5,Yes,9,3.0,16,Medium,High Risk
368,20,Female,High School,Medium,73.3,5.2,7.0,5.1,93.0,85,2,No,10,5.0,10,High,No Risk
369,18,Female,Graduate,Low,84.7,4.6,8.4,3.4,73.0,69,2,Yes,8,10.0,10,Medium,No Risk
370,24,Male,Graduate,Low,89.3,3.3,6.2,5.3,,57,5,Yes,4,6.0,6,Medium,No Risk
371,20,Female,High School,High,78.3,5.9,7.1,5.8,76.0,57,8,Yes,4,5.0,6,High,No Risk
372,23,Male,High School,Low,78.6,4.0,5.7,5.0,74.0,76,6,Yes,8,9.0,7,Medium,No Risk
373,21,Male,High School,Low,74.0,1.8,5.8,2.6,75.0,76,8,No,1,8.0,7,Medium,No Risk
374,20,Male,High School,Medium,72.5,4.1,5.4,3.4,70.0,62,2,Yes,4,8.0,14,Medium,No Risk
375,25,Male,Diploma,Medium,67.9,4.8,5.8,4.1,60.0,71,10,No,6,7.0,4,Medium,No Risk
376,18,Male,High School,Medium,60.9,3.0,7.1,2.7,77.0,57,7,No,1,5.0,3,Medium,No Risk
377,23,Male,Graduate,Medium,70.3,4.3,6.6,2.6,71.0,69,7,Yes,9,6.0,5,Medium,No Risk
378,23,Male,Graduate,Low,87.9,4.4,6.7,2.5,72.0,91,9,No,4,5.0,14,High,No Risk
379,21,Female,Postgraduate,Medium,73.3,4.4,6.6,7.8,77.0,100,10,Yes,9,5.0,7,High,No Risk
380,20,Male,Postgraduate,Medium,74.2,6.7,9.1,3.0,75.0,69,9,Yes,2,8.0,5,High,No Risk
381,18,Male,High School,Low,74.0,2.1,5.6,5.3,77.0,78,5,Yes,1,6.0,4,Medium,No Risk
382,25,Male,High School,Medium,91.7,8.2,5.5,2.0,70.0,77,8,No,5,3.0,5,High,No Risk
383,25,Female,,Medium,67.8,4.4,6.0,6.4,81.0,50,5,No,10,7.0,9,Medium,No Risk
384,19,Male,Graduate,High,81.0,5.5,6.9,2.9,65.0,57,2,Yes,1,4.0,9,High,No Risk
385,18,Female,High School,High,77.2,,7.6,3.6,60.0,42,10,Yes,2,9.0,8,Medium,High Risk
386,18,Male,Diploma,High,78.7,,7.7,0.4,63.0,78,7,No,8,10.0,10,Medium,No Risk
387,18,Male,High School,Medium,80.7,2.6,8.1,5.4,66.0,97,8,No,2,7.0,5,High,No Risk
388,24,Female,,Low,78.6,3.6,6.9,5.8,57.0,86,7,No,6,,14,Medium,No Risk
389,25,Male,Graduate,High,86.7,6.3,6.5,1.5,51.0,73,4,No,1,2.0,5,High,No Risk
390,19,Male,Graduate,Medium,77.7,2.0,9.0,5.5,84.0,71,8,Yes,1,10.0,10,Medium,No Risk
391,23,Male,Diploma,Medium,97.2,3.0,4.0,1.2,95.0,67,4,Yes,4,7.0,10,High,No Risk
392,19,Female,Postgraduate,High,78.5,4.8,7.1,4.6,84.0,86,8,No,7,9.0,8,High,No Risk
393,20,Female,High School,Medium,59.3,5.4,7.5,3.0,69.0,75,9,Yes,6,8.0,8,Medium,Medium Risk
394,22,Female,High School,Low,85.0,5.3,9.2,5.8,50.0,73,7,No,10,8.0,12,Medium,No Risk
395,23,Female,Diploma,Medium,82.3,2.7,5.0,3.9,79.0,58,5,No,1,2.0,7,Medium,No Risk
396,24,Male,Graduate,Medium,78.4,1.6,6.5,5.1,52.0,80,8,Yes,1,3.0,10,Medium,No Risk
397,18,Female,Graduate,Medium,75.1,5.5,5.4,5.6,75.0,70,1,No,8,4.0,8,Medium,No Risk
398,19,Male,High School,Medium,54.7,7.1,4.8,3.0,64.0,77,9,No,4,6.0,13,High,Medium Risk
399,20,Female,Postgraduate,Medium,56.6,3.9,6.8,3.5,42.0,85,6,No,3,5.0,9,Medium,Medium Risk
400,20,Male,Diploma,Medium,96.1,2.4,8.0,1.6,98.0,51,6,Yes,9,5.0,3,Medium,No Risk
401,25,Male,Diploma,Low,71.6,3.7,8.4,3.0,57.0,68,3,No,4,6.0,5,Medium,No Risk
402,24,Female,Graduate,Medium,88.6,5.2,6.4,6.8,71.0,66,2,No,1,4.0,8,High,No Risk
403,20,Male,Postgraduate,Medium,60.4,4.1,7.8,4.8,74.0,65,4,Yes,1,6.0,13,Medium,No Risk
404,25,Female,Graduate,High,66.5,7.0,,1.7,69.0,57,9,Yes,10,8.0,7,Medium,No Risk
405,21,Male,Postgraduate,Low,85.5,6.2,7.7,6.3,83.0,63,1,No,2,7.0,7,High,No Risk
406,22,Female,High School,High,76.9,4.8,8.4,4.2,65.0,58,7,No,10,4.0,7,Medium,No Risk
407,21,Female,Graduate,Medium,83.9,1.0,6.8,4.9,82.0,83,10,No,2,10.0,9,Medium,No Risk
408,19,Male,Graduate,Medium,77.9,3.3,8.3,4.3,81.0,77,7,Yes,4,2.0,10,High,No Risk
409,25,Female,Diploma,Medium,75.7,3.5,5.5,4.2,55.0,76,3,No,1,1.0,6,Medium,No Risk
410,18,Female,Diploma,Low,70.5,3.2,7.8,0.1,80.0,47,3,No,5,4.0,11,Medium,Medium Risk
411,19,Female,Postgraduate,Medium,64.9,4.8,8.2,5.4,60.0,97,4,Yes,10,6.0,8,Medium,No Risk
412,19,Male,High School,Medium,93.4,4.9,8.1,0.0,59.0,67,2,No,10,9.0,5,Medium,No Risk
413,20,Female,Diploma,Medium,95.2,1.5,5.6,5.2,80.0,95,6,No,4,6.0,7,High,No Risk
414,19,Female,Postgraduate,High,66.6,5.9,6.8,3.7,70.0,82,8,Yes,1,6.0,7,High,No Risk
415,18,Male,Postgraduate,Low,65.9,4.5,7.4,4.9,82.0,69,6,Yes,7,4.0,10,Medium,No Risk
416,23,Male,Postgraduate,High,74.2,5.1,7.5,3.8,82.0,99,1,No,4,1.0,8,High,No Risk
417,25,Male,Postgraduate,Medium,81.7,5.8,7.1,5.3,55.0,79,9,Yes,9,4.0,11,Medium,No Risk
418,18,Female,High School,High,76.0,3.1,8.7,3.5,87.0,69,5,Yes,1,7.0,4,High,No Risk
419,20,Male,Postgraduate,Medium,83.5,6.8,5.4,4.0,80.0,67,6,No,1,9.0,7,High,No Risk
420,22,Female,Diploma,Medium,77.5,4.2,6.7,4.2,67.0,85,6,Yes,8,2.0,5,Medium,No Risk
421,25,Female,Graduate,Medium,76.7,7.2,5.0,6.7,74.0,65,7,Yes,7,3.0,11,High,No Risk
422,23,Male,Diploma,High,100.0,2.9,7.7,4.5,88.0,67,1,No,7,2.0,10,Medium,No Risk
423,24,Male,Graduate,Low,72.2,7.1,7.7,1.3,71.0,64,3,No,6,8.0,16,High,Medium Risk
424,22,Female,Graduate,Low,96.0,2.9,10.0,2.5,,62,6,Yes,9,4.0,7,Medium,No Risk
425,21,Male,Graduate,High,93.9,9.1,8.2,4.5,98.0,63,4,Yes,7,,8,High,No Risk
426,19,Female,High School,Low,83.5,2.8,7.4,5.6,78.0,95,2,Yes,2,8.0,7,High,No Risk
427,24,Female,High School,Medium,56.8,6.4,7.3,2.3,73.0,85,10,No,9,10.0,5,Medium,Medium Risk
428,24,Female,Diploma,Low,78.3,3.8,6.6,7.3,73.0,75,3,Yes,6,1.0,11,Medium,No Risk
429,18,Male,High School,Low,72.3,5.8,7.2,3.8,67.0,65,3,Yes,2,9.0,4,High,No Risk
430,23,Female,Graduate,Medium,78.2,4.4,7.3,4.2,78.0,65,10,No,8,3.0,3,Medium,No Risk
431,18,Female,High School,Medium,66.3,2.5,4.6,1.4,86.0,67,3,No,7,6.0,7,Medium,No Risk
432,23,Male,Graduate,Medium,86.3,0.5,7.2,5.4,56.0,95,6,No,3,3.0,7,Medium,No Risk
433,24,Female,High School,Medium,88.8,9.0,7.1,2.7,86.0,76,6,No,2,7.0,8,High,No Risk
434,19,Female,High School,Medium,,4.6,9.1,2.2,90.0,82,10,No,9,9.0,13,High,No Risk
435,21,Female,Graduate,High,73.8,0.5,6.8,3.0,85.0,75,10,Yes,9,5.0,11,Medium,No Risk
436,18,Male,Diploma,Medium,66.3,5.0,6.1,5.9,74.0,60,5,Yes,2,3.0,6,Medium,No Risk
437,22,Male,High School,Medium,81.9,5.7,7.3,4.3,84.0,73,1,Yes,7,5.0,11,High,No Risk
438,25,Male,High School,Medium,97.3,3.2,7.1,2.0,95.0,58,9,Yes,2,6.0,7,High,No Risk
439,18,Male,High School,Medium,78.8,3.2,6.8,2.6,,88,7,No,10,8.0,12,Medium,No Risk
440,21,Male,Graduate,Medium,83.0,4.5,5.5,5.9,76.0,62,1,No,3,2.0,10,High,No Risk
441,25,Female,High School,Medium,75.4,6.7,6.8,3.1,100.0,65,2,Yes,2,1.0,12,High,No Risk
442,20,Male,Diploma,Medium,72.5,4.7,6.3,4.5,81.0,83,3,Yes,8,8.0,8,High,No Risk
443,19,Female,Graduate,Medium,85.2,7.1,6.7,4.9,61.0,63,9,No,10,2.0,9,Medium,No Risk
444,21,Male,Diploma,High,76.8,6.5,7.9,0.0,89.0,69,3,Yes,8,3.0,6,High,No Risk
445,22,Male,Graduate,Medium,82.4,4.1,6.2,5.6,82.0,38,9,No,9,9.0,10,Medium,Medium Risk
446,23,Male,High School,Medium,83.6,1.7,6.7,2.1,66.0,68,1,No,9,5.0,7,Medium,No Risk
447,20,Male,Postgraduate,Medium,81.8,4.1,7.6,2.9,59.0,80,6,No,3,1.0,9,High,No Risk
448,25,Female,Diploma,Medium,84.1,5.4,6.7,6.1,80.0,64,10,Yes,7,4.0,8,High,No Risk
449,22,Female,High School,Medium,68.6,,10.0,6.0,75.0,79,7,No,7,9.0,13,Medium,No Risk
450,20,Female,Postgraduate,High,67.9,5.6,7.3,4.3,57.0,72,6,No,10,7.0,10,Medium,No Risk
451,25,Male,Graduate,Medium,77.5,6.1,5.5,4.7,75.0,86,4,No,6,8.0,8,High,No Risk
452,25,Female,Graduate,Low,77.8,5.5,6.0,5.2,74.0,62,6,Yes,6,3.0,10,Medium,No Risk
453,21,Male,Postgraduate,Low,72.3,4.0,5.9,5.9,75.0,69,3,No,9,9.0,10,Medium,No Risk
454,18,Female,High School,Medium,80.7,5.4,6.0,6.1,83.0,53,6,No,10,1.0,11,Medium,No Risk
455,22,Male,Graduate,High,88.0,8.5,7.6,3.7,50.0,71,1,No,1,,6,High,No Risk
456,22,Male,Graduate,Medium,91.1,1.8,5.7,2.2,59.0,67,3,Yes,9,6.0,8,Medium,No Risk
457,19,Male,Diploma,Medium,93.5,5.4,6.6,3.1,69.0,84,8,Yes,4,9.0,10,High,No Risk
458,23,Male,High School,Medium,63.5,,8.4,3.7,96.0,64,10,No,5,10.0,8,High,No Risk
459,24,Male,High School,High,65.2,2.4,6.4,3.4,100.0,66,5,Yes,5,4.0,11,Medium,No Risk
460,18,Female,Postgraduate,High,74.8,6.3,7.8,1.8,76.0,63,7,Yes,1,9.0,5,High,No Risk
461,23,Female,High School,Low,78.9,6.5,5.0,4.2,77.0,72,5,No,6,3.0,8,High,No Risk
462,19,Female,High School,Medium,75.4,1.8,6.6,0.8,39.0,98,2,Yes,10,10.0,5,Medium,No Risk
463,23,Male,Graduate,Medium,71.9,5.8,5.9,3.6,90.0,30,10,No,8,2.0,6,Medium,Medium Risk
464,21,Female,Graduate,Medium,74.7,4.0,7.4,3.8,83.0,71,5,Yes,5,5.0,7,Medium,No Risk
465,18,Male,High School,Medium,83.3,4.4,5.8,3.7,80.0,87,2,No,1,1.0,7,High,No Risk
466,25,Female,Graduate,Medium,63.4,3.9,9.5,4.9,57.0,65,1,Yes,8,6.0,11,Medium,No Risk
467,19,Male,Diploma,Medium,100.0,6.9,5.0,4.7,100.0,79,3,Yes,7,5.0,18,High,Medium Risk
468,22,Male,Graduate,Low,78.2,4.3,8.4,7.3,99.0,87,7,No,5,8.0,9,High,No Risk
469,19,Female,High School,Low,89.6,3.7,8.1,2.6,80.0,68,4,No,4,7.0,12,High,No Risk
470,25,Male,High School,Medium,71.6,3.7,7.4,4.0,91.0,64,6,Yes,4,4.0,10,Medium,No Risk
471,23,Male,Graduate,Low,84.3,3.9,7.1,3.9,77.0,84,2,Yes,3,10.0,9,High,No Risk
472,24,Female,High School,Medium,79.1,2.6,9.2,3.8,88.0,78,10,Yes,4,2.0,5,Medium,No Risk
473,21,Male,Diploma,High,87.4,3.7,10.0,1.3,56.0,71,10,Yes,2,1.0,9,High,No Risk
474,21,Female,High School,High,75.8,4.7,6.8,1.5,42.0,80,10,Yes,4,2.0,4,Medium,No Risk
475,23,Male,Graduate,Low,95.1,5.2,7.2,3.5,57.0,84,7,No,10,6.0,8,High,No Risk
476,24,Female,Postgraduate,Low,61.6,6.7,6.3,0.8,64.0,71,1,Yes,6,10.0,11,Medium,No Risk
